Path,Canonical,Transcript,Error_GT
L2_arctic_WAV/RRBI_arctic_a0125,"[24, 25, 39, 2, 40, 17, 6, 36, 1, 29, 2, 30, 17, 30, 14, 11, 36, 37, 29, 19, 6, 30, 36, 19, 6, 30, 2, 29, 8, 33, 34, 1, 36, 2, 30, 24, 31, 11, 28, 17, 2, 32, 3, 30, 24, 6, 29, 34, 5, 28, 22]","[24, 25, 39, 2, 40, 17, 6, 36, 1, 29, 14, 6, 33, 30, 17, 30, 14, 11, 17, 37, 29, 19, 6, 30, 17, 19, 6, 30, 2, 29, 8, 33, 34, 1, 33, 36, 2, 30, 24, 31, 11, 28, 17, 2, 32, 3, 30, 24, 6, 29, 34, 5, 28, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0126,"[25, 35, 17, 19, 6, 9, 25, 16, 6, 27, 19, 6, 29, 2, 29, 8, 33, 38, 14, 6, 36, 2, 28, 32, 3, 33, 36, 12, 38, 24, 6, 29]","[25, 35, 17, 19, 6, 9, 25, 16, 6, 27, 19, 6, 29, 2, 29, 8, 33, 39, 14, 6, 36, 2, 28, 16, 3, 33, 36, 12, 38, 24, 6, 29]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0127,"[6, 36, 39, 8, 40, 2, 36, 5, 29, 36, 19, 6, 9, 2, 30, 16, 12, 36, 24, 25, 33, 6, 40, 6, 34, 36, 6, 17, 6, 36]","[6, 33, 36, 39, 8, 40, 2, 17, 5, 29, 17, 19, 6, 9, 2, 30, 16, 12, 33, 36, 24, 25, 33, 6, 40, 6, 34, 36, 6, 33, 17, 6, 36]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0128,"[4, 6, 34, 39, 12, 30, 24, 31, 11, 32, 39, 12, 40, 17, 6, 34, 36, 33, 8, 6, 17, 41, 40, 27, 39, 6, 27, 28, 25, 41, 40, 6, 36, 39, 2, 40, 16, 8, 33, 30]","[17, 6, 34, 38, 12, 30, 24, 31, 11, 22, 38, 12, 40, 17, 6, 34, 36, 33, 8, 6, 33, 17, 41, 40, 23, 39, 6, 27, 28, 25, 41, 40, 6, 36, 38, 2, 40, 16, 8, 30]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
L2_arctic_WAV/RRBI_arctic_a0129,"[24, 1, 33, 22, 19, 6, 34, 39, 8, 40, 2, 23, 5, 30, 34, 36, 24, 6, 40, 16, 33, 5, 34, 36]","[24, 1, 33, 22, 19, 6, 34, 39, 8, 40, 2, 23, 5, 30, 34, 36, 24, 6, 40, 16, 33, 5, 34, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0130,"[9, 25, 39, 3, 40, 24, 6, 40, 30, 14, 11, 22, 1, 5, 38, 1]","[9, 25, 39, 3, 40, 24, 6, 40, 30, 14, 11, 22, 1, 5, 38, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0131,"[32, 33, 3, 38, 2, 17, 2, 30, 34, 24, 41, 17, 17, 6, 28, 6, 38, 1, 33, 17, 24, 6, 29, 10, 33, 37, 4, 12, 29, 19, 6, 28, 34, 36, 33, 2, 29]","[32, 33, 31, 11, 38, 6, 17, 2, 30, 34, 24, 41, 33, 17, 17, 6, 28, 6, 38, 1, 17, 24, 6, 29, 17, 33, 37, 17, 12, 29, 19, 6, 28, 34, 36, 33, 8, 29]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
L2_arctic_WAV/RRBI_arctic_a0134,"[24, 25, 31, 11, 16, 19, 6, 17, 4, 2, 32, 33, 5, 9, 1, 12, 38, 24, 1, 24, 41, 30, 17]","[24, 25, 31, 11, 16, 19, 6, 33, 17, 17, 2, 32, 33, 5, 9, 1, 8, 22, 24, 1, 24, 41, 30, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0136,"[2, 16, 14, 11, 36, 24, 6, 29, 5, 38, 33, 25, 39, 5, 33, 39, 1, 33, 4, 2, 5, 38, 2, 17, 2, 30, 34, 2, 40, 12, 38, 28, 12, 23, 13, 1, 25, 41, 30, 17, 12, 38, 19, 6, 18]","[2, 16, 8, 36, 24, 6, 29, 5, 38, 33, 25, 38, 5, 33, 39, 5, 33, 17, 2, 5, 38, 6, 17, 2, 30, 34, 2, 34, 8, 38, 28, 12, 23, 13, 1, 25, 41, 30, 17, 12, 38, 19, 6, 18]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0137,"[4, 5, 30, 24, 25, 34, 36, 5, 32, 36, 16, 41, 27, 39, 6, 10, 2, 28, 31, 11, 27, 33, 14, 6, 12, 38, 32, 28, 5, 13, 1, 33]","[17, 5, 30, 24, 25, 34, 36, 5, 32, 36, 16, 41, 36, 39, 6, 10, 2, 28, 31, 11, 27, 33, 14, 6, 8, 38, 32, 28, 5, 13, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/RRBI_arctic_a0139,"[24, 25, 36, 31, 11, 28, 17, 24, 6, 29, 34, 5, 28, 22, 4, 41, 36, 41, 40, 24, 25, 39, 3, 9, 36, 24, 6, 29, 34, 5, 28, 22, 41, 30, 17, 23, 33, 37, 29, 17, 24, 6, 40, 17, 6, 9, 5, 38, 2, 28, 17, 27, 28, 31, 11, 4, 40]","[24, 25, 17, 31, 11, 28, 17, 24, 6, 29, 34, 5, 28, 22, 17, 41, 33, 36, 41, 40, 24, 25, 39, 3, 9, 36, 24, 6, 29, 34, 5, 28, 22, 41, 30, 17, 23, 33, 37, 29, 17, 24, 6, 40, 17, 6, 34, 24, 5, 38, 28, 17, 27, 28, 31, 11, 36, 34]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
L2_arctic_WAV/RRBI_arctic_a0144,"[16, 12, 36, 4, 5, 33, 39, 12, 40, 34, 12, 29, 10, 6, 7, 25, 38, 6, 30, 29, 8, 33, 34, 36, 3, 33, 36, 28, 6, 7, 4, 41, 30, 24, 6, 40, 33, 6, 40, 5, 29, 16, 28, 2, 30, 34]","[16, 12, 4, 5, 33, 39, 12, 34, 34, 12, 29, 36, 6, 7, 25, 38, 6, 30, 29, 8, 34, 36, 3, 36, 28, 6, 7, 4, 41, 30, 24, 6, 40, 33, 6, 34, 5, 29, 16, 28, 2, 30, 34]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0159,"[4, 19, 6, 28, 11, 27, 41, 40, 4, 31, 11, 24, 25, 24, 41, 17, 16, 6, 30, 17, 33, 12, 29, 6, 7, 2, 32, 25, 41, 30, 2, 8, 28, 24, 6, 40, 28, 14, 6, 22]","[4, 5, 28, 11, 27, 41, 40, 4, 8, 24, 25, 24, 41, 17, 16, 6, 30, 17, 33, 12, 29, 32, 6, 7, 2, 32, 25, 3, 30, 2, 8, 28, 24, 6, 40, 28, 14, 6, 22]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0168,"[2, 28, 31, 11, 16, 11, 9, 24, 39, 6, 32, 36, 24, 6, 29, 6, 30, 4, 2, 22, 19, 6, 34, 41, 30, 17, 28, 5, 22, 36, 30, 31, 11, 34, 36, 6, 7]","[2, 28, 8, 16, 11, 9, 39, 6, 32, 36, 24, 6, 29, 6, 30, 4, 2, 22, 5, 34, 41, 30, 28, 5, 22, 36, 30, 8, 34, 36, 6, 7]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0178,"[5, 38, 33, 25, 16, 31, 11, 30, 6, 30, 24, 1, 19, 6, 18, 17, 16, 3, 17, 25, 34, 25, 29, 17, 16, 33, 31, 11, 27, 2, 30, 8, 33, 17, 6, 34, 28, 31, 11, 27, 19, 6, 36, 6, 17]","[5, 38, 33, 25, 16, 8, 30, 6, 30, 24, 1, 5, 13, 17, 16, 8, 17, 25, 34, 25, 29, 17, 16, 33, 8, 27, 2, 30, 8, 33, 17, 6, 34, 28, 8, 27, 19, 6, 36, 6, 17]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0188,"[36, 37, 18, 14, 6, 23, 41, 30, 36, 6, 27, 14, 11, 28, 40, 39, 1, 36, 6, 33, 6, 7, 41, 36, 4, 2, 27, 3, 33, 27, 2, 34]","[36, 37, 18, 14, 6, 18, 41, 30, 36, 6, 27, 14, 11, 28, 34, 39, 5, 33, 36, 6, 33, 6, 7, 41, 36, 4, 2, 27, 3, 33, 27, 2, 34]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0191,"[22, 33, 1, 2, 36, 14, 6, 29, 4, 2, 6, 27, 34, 14, 6, 36, 6, 7, 10, 33, 6, 28, 12, 38, 24, 6, 40, 41, 17, 38, 5, 30, 35, 1, 39, 8, 40, 23, 8, 30]","[22, 1, 2, 36, 3, 29, 4, 2, 5, 27, 34, 14, 6, 36, 6, 7, 36, 33, 6, 28, 12, 22, 24, 6, 40, 41, 17, 38, 5, 30, 35, 2, 39, 8, 40, 23, 8, 30]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0199,"[4, 12, 34, 24, 41, 17, 4, 2, 33, 3, 39, 6, 28, 17, 1, 30, 2, 34, 32, 33, 25, 32, 5, 33, 17, 24, 6, 29, 22, 8, 33, 4, 6, 34, 17, 19, 6]","[17, 12, 40, 24, 41, 17, 4, 2, 33, 3, 39, 14, 6, 28, 17, 2, 30, 2, 34, 32, 33, 25, 32, 5, 17, 24, 6, 29, 22, 8, 4, 6, 34, 17, 5]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
L2_arctic_WAV/RRBI_arctic_a0208,"[26, 37, 10, 24, 41, 17, 27, 12, 29, 16, 41, 27, 36, 37, 24, 1, 22, 33, 25, 17, 22, 33, 12, 29, 4, 25, 26, 31, 11, 27, 12, 38, 2, 32, 33, 5, 9, 2, 30]","[26, 37, 36, 24, 41, 17, 27, 12, 29, 16, 41, 36, 37, 24, 1, 22, 33, 25, 17, 22, 33, 12, 29, 4, 2, 26, 8, 27, 12, 22, 2, 32, 33, 5, 9, 2, 30]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0214,"[16, 6, 34, 14, 6, 17, 40, 24, 25, 39, 2, 40, 32, 19, 6, 17, 39, 12, 30, 27, 19, 6, 34, 12, 38, 36, 2, 16, 41, 27, 31, 11, 32, 1, 24, 5, 17]","[16, 6, 34, 14, 6, 17, 40, 24, 25, 39, 2, 40, 32, 5, 17, 39, 12, 30, 27, 5, 34, 12, 22, 36, 2, 16, 3, 27, 31, 11, 32, 1, 24, 5, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0246,"[26, 37, 24, 41, 38, 24, 1, 17, 8, 28, 39, 19, 6, 40, 24, 14, 11, 24, 25, 39, 8, 40, 4, 2, 28, 12, 38, 1, 2, 38, 4, 12, 32, 33, 6, 30, 34, 5, 34, 30, 19, 6, 31, 11, 29, 25]","[26, 37, 24, 41, 38, 24, 1, 17, 8, 28, 39, 5, 40, 24, 14, 11, 24, 25, 39, 8, 40, 4, 2, 28, 12, 38, 1, 2, 38, 4, 12, 32, 33, 6, 30, 34, 5, 40, 30, 14, 6, 8, 29, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0255,"[26, 37, 39, 31, 11, 30, 36, 17, 14, 6, 12, 38, 29, 41, 28, 30, 37, 36, 33, 6, 9, 2, 30, 16, 25, 9, 11, 33, 2, 38, 4, 41, 36]","[26, 37, 39, 31, 11, 30, 17, 14, 6, 12, 22, 29, 3, 28, 30, 37, 36, 33, 6, 9, 2, 30, 16, 25, 9, 8, 33, 2, 38, 4, 41, 36]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0266,"[4, 19, 6, 24, 41, 30, 17, 2, 28, 17, 36, 37, 29, 5, 30, 8, 28, 33, 5, 17, 25, 16, 31, 11, 10, 23, 33, 12, 16, 10, 25, 38, 40]","[4, 5, 24, 41, 30, 17, 2, 28, 36, 37, 29, 5, 30, 8, 28, 33, 5, 17, 25, 16, 8, 36, 23, 33, 12, 36, 25, 38, 34]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]"
L2_arctic_WAV/RRBI_arctic_a0269,"[4, 41, 36, 34, 39, 5, 33, 4, 19, 6, 27, 12, 36, 8, 22, 4, 2, 34, 27, 3, 36, 6, 9, 35, 25, 22, 34, 41, 30, 17, 27, 6, 28, 17, 8, 28, 24, 41, 30, 17, 40]","[17, 41, 36, 34, 39, 5, 33, 4, 5, 27, 12, 36, 8, 22, 4, 2, 34, 27, 8, 36, 6, 9, 35, 5, 22, 34, 41, 30, 17, 27, 6, 28, 17, 8, 28, 24, 41, 30, 17, 40]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0272,"[26, 37, 27, 2, 30, 36, 19, 6, 27, 2, 38, 19, 6, 27, 19, 6, 9, 2, 30, 3, 30, 32, 19, 6]","[26, 37, 27, 2, 30, 36, 5, 27, 2, 38, 5, 27, 5, 9, 2, 30, 3, 30, 32, 5]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
L2_arctic_WAV/RRBI_arctic_a0282,"[6, 22, 26, 37, 29, 25, 30, 36, 37, 6, 30, 34, 6, 30, 26, 37, 19, 6, 36, 16, 33, 5, 30, 36, 39, 11, 17, 16, 6, 23, 41, 30, 24, 3, 36, 28, 25]","[6, 22, 26, 37, 29, 25, 30, 36, 37, 6, 30, 34, 6, 30, 26, 37, 5, 36, 16, 33, 5, 30, 36, 39, 11, 17, 16, 6, 23, 41, 30, 24, 8, 36, 28, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0292,"[24, 25, 33, 6, 30, 4, 12, 29, 6, 17, 29, 8, 33, 30, 6, 7, 4, 12, 22, 1, 34, 36, 27, 41, 13, 2, 28, 36, 25, 2, 27, 1, 17]","[24, 25, 2, 6, 30, 4, 12, 29, 6, 17, 29, 8, 30, 6, 7, 4, 12, 22, 2, 34, 36, 27, 41, 13, 2, 3, 28, 36, 25, 2, 27, 1, 17]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0301,"[16, 12, 36, 8, 28, 29, 14, 6, 17, 33, 25, 29, 40, 38, 14, 6, 2, 28, 19, 6, 36, 6, 17, 4, 6, 34, 28, 8]","[16, 12, 36, 8, 28, 29, 14, 6, 17, 33, 25, 29, 34, 38, 14, 6, 2, 28, 5, 36, 6, 17, 17, 6, 34, 28, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0303,"[16, 12, 36, 4, 19, 6, 29, 19, 6, 27, 4, 2, 29, 6, 34, 36, 19, 6, 27, 12, 38, 6, 23, 30, 8, 33, 6, 7, 4, 5, 33, 31, 11, 30, 17, 37, 41, 28, 2, 36, 25]","[16, 12, 4, 5, 29, 5, 27, 4, 2, 29, 6, 34, 36, 5, 27, 12, 38, 6, 23, 30, 8, 33, 6, 7, 4, 5, 33, 8, 30, 17, 37, 41, 28, 2, 36, 25]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0365,"[4, 25, 40, 33, 37, 29, 1, 40, 29, 19, 6, 25, 38, 6, 30, 1, 6, 18, 2, 30, 19, 6, 36, 39, 6, 10, 12, 34]","[17, 25, 40, 33, 37, 29, 2, 40, 29, 5, 25, 38, 6, 30, 1, 6, 18, 2, 30, 5, 36, 39, 6, 10, 12, 34]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0384,"[4, 12, 22, 3, 33, 29, 1, 39, 1, 27, 34, 4, 12, 34, 8, 6, 28, 41, 30, 17, 32, 33, 2, 17, 37, 34, 2, 40, 23, 33, 19, 6, 30]","[4, 12, 22, 3, 29, 2, 39, 2, 27, 34, 4, 12, 34, 8, 6, 28, 41, 30, 32, 33, 2, 17, 37, 34, 2, 40, 23, 33, 5, 30]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
L2_arctic_WAV/RRBI_arctic_a0405,"[6, 36, 34, 25, 29, 17, 4, 12, 8, 33, 17, 19, 6, 30, 17, 8, 33, 17, 1, 12, 38, 10, 6, 7, 40, 4, 2, 36, 17, 8, 23, 40, 9, 11, 17, 39, 1, 27]","[6, 36, 34, 25, 29, 17, 12, 8, 33, 17, 19, 6, 30, 17, 8, 33, 17, 1, 12, 38, 36, 6, 7, 40, 40, 2, 36, 17, 8, 23, 40, 9, 11, 17, 39, 2, 27]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
L2_arctic_WAV/RRBI_arctic_a0410,"[34, 31, 11, 39, 25, 24, 41, 38, 36, 37, 22, 6, 36, 4, 12, 16, 31, 11, 36, 10, 33, 37, 14, 11, 36, 39, 6, 10, 8, 6, 28, 28, 41, 29, 32, 34, 5, 40, 39, 5, 28]","[34, 8, 39, 25, 24, 41, 38, 36, 37, 22, 6, 36, 4, 12, 16, 8, 36, 36, 33, 37, 14, 11, 36, 39, 6, 36, 8, 6, 28, 28, 41, 29, 32, 34, 5, 40, 39, 5, 28]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0411,"[6, 36, 39, 2, 28, 16, 33, 19, 6, 27, 14, 11, 1, 24, 3, 33, 36, 34, 41, 30, 17, 3, 33, 16, 41, 27, 34, 36, 37, 24, 8, 6, 34, 36, 41, 7, 27, 1, 16, 14, 6, 24, 41, 30, 17]","[6, 36, 39, 2, 28, 16, 33, 5, 27, 14, 11, 1, 24, 3, 33, 36, 34, 41, 30, 14, 11, 33, 16, 41, 27, 34, 36, 37, 24, 8, 6, 34, 36, 41, 7, 23, 1, 16, 3, 24, 41, 30, 17]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
L2_arctic_WAV/RRBI_arctic_a0416,"[4, 12, 41, 17, 6, 17, 39, 19, 6, 36, 24, 41, 17, 2, 38, 2, 28, 3, 34, 2, 36, 25, 12, 38, 22, 6, 22, 36, 25, 30, 29, 14, 6, 28, 40, 32, 1, 14, 11, 1]","[17, 12, 41, 17, 6, 17, 39, 5, 36, 24, 41, 17, 2, 38, 2, 28, 3, 34, 2, 36, 25, 12, 22, 22, 6, 22, 36, 25, 30, 29, 14, 6, 28, 40, 32, 1, 14, 11, 2]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/SVBI_arctic_a0003,"[22, 1, 4, 2, 36, 39, 5, 30, 36, 25, 6, 10, 36, 14, 6, 29, 4, 2, 36, 25, 38, 30, 6, 7, 4, 2, 36, 37, 29, 5, 30, 9, 11, 27, 24, 41, 30, 17, 40]","[22, 1, 4, 2, 36, 39, 5, 30, 36, 25, 6, 10, 36, 14, 6, 29, 17, 2, 36, 25, 38, 30, 6, 7, 27, 17, 2, 17, 37, 29, 5, 30, 9, 11, 27, 24, 41, 30, 17, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/SVBI_arctic_a0005,"[39, 2, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6, 36]","[39, 2, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SVBI_arctic_a0006,"[23, 3, 17, 16, 28, 5, 34, 14, 6, 24, 31, 11, 32, 14, 6, 28, 23, 31, 11, 8, 30, 34, 25, 6, 7, 4, 5, 29, 22, 1, 5, 38, 1]","[23, 3, 17, 16, 28, 5, 34, 14, 6, 24, 31, 11, 32, 14, 6, 28, 23, 31, 11, 8, 30, 34, 25, 6, 7, 17, 5, 29, 22, 1, 5, 38, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SVBI_arctic_a0007,"[41, 30, 17, 26, 37, 8, 28, 39, 25, 40, 39, 8, 30, 36, 36, 37, 34, 25, 6, 36, 6, 30, 4, 2, 34, 11, 32, 1, 28, 2, 36, 6, 38, 17, 6, 23, 33, 25]","[41, 30, 17, 26, 37, 8, 28, 39, 25, 34, 39, 8, 30, 36, 36, 37, 34, 25, 6, 36, 6, 30, 17, 2, 34, 11, 32, 1, 28, 2, 36, 6, 38, 17, 6, 23, 33, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SVBI_arctic_a0008,"[23, 41, 17, 26, 11, 33, 28, 5, 36, 1, 27, 19, 6, 29, 18, 6, 34, 36, 6, 30, 36, 14, 6, 29]","[23, 41, 17, 26, 11, 33, 28, 5, 36, 1, 27, 19, 6, 29, 18, 6, 34, 36, 6, 30, 17, 14, 6, 29]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
