Path,Canonical,Transcript
L2_arctic_WAV/SVBI_arctic_a0026,I t_h @ k_h 3` d t_h @ m i D @ t_h D E r/ w U d h { v t_h u b i { n @ k_h a U n t_h I N,I t_h @ k_h 3` d d @ m i d @ t_h d E r/ w U d h { w d u b i { n @ g O n t_h I N
L2_arctic_WAV/SVBI_arctic_a0027,t_h u m a I s @ p_h r/ a I z h i b I g { n t_h u S o U { k_h S @ l I n T u z i { z @ m I n m a I f e I v 3`,d u m a I s @ p_h r/ a I z h i b I g { n t_h u S o U { k_h S @ l I n t_h u z i { z @ m I n m a I f e I v 3`
L2_arctic_WAV/SVBI_arctic_a0028,r/ A b 3` i b r/ a I b 3` i f r/ O d,r/ A b 3` i b r/ a I b 3` i f r/ O d
L2_arctic_WAV/SVBI_arctic_a0029,D E r/ f O r/ s I z w 3` O l r/ E d i m u v I N I n t_h @ D @ n O r/ T k_h V n t_h r/ i,d E f O s I s w 3` O l r/ E d i m u v I N I n d @ d @ n O t_h k_h V n t_h r/ i
L2_arctic_WAV/SVBI_arctic_a0030,a I h { d f e I T I n D E m,a I h { d f e I T I n d E m
L2_arctic_WAV/SVBI_arctic_a0031,D e I w 3` T r/ i h V n d 3` d j A r/ d z @ p_h A r/ t_h,d e I w 3` t_h r/ i h V n d 3` d j A d s @ p_h A t_h
L2_arctic_WAV/SVBI_arctic_a0032,s I n s D E n s V m m I s t_h I r/ i @ s f O r/ s h { z b I n f a I t_h I N V s { t_h E v r/ i s t_h E p_h,s I n s d E n s V m m I s t_h I r/ i @ s f O s h { s b I n f a I t_h I N V s { t_h E v r/ i s t_h E p_h
L2_arctic_WAV/SVBI_arctic_a0036,S i t_h 3` n d I n { t_h D V h o U t_h E l,S i d 3` n d I n { t_h d V h o U t_h @ l
L2_arctic_WAV/SVBI_arctic_a0037,a I w @ z D V o U n l i w V n h u r/ i m e I n d s I t_h I N,a I w @ z D V o U n l i w V n h u r/ i m e I n d s I t_h I N
L2_arctic_WAV/SVBI_arctic_a0038,w i l h { v t_h @ w O tS a U r/ tS { n s @ z,w i l h { w t_h @ w O tS a U r/ tS { n s @ s
L2_arctic_WAV/SVBI_arctic_a0039,D @ S I p_h S U d b i I n w I T I n e I w i k_h O r/ t_h E n d e I z,d @ S I p_h S U d b i I n w I T I n e I w i k_h O r/ t_h E n d e I s
L2_arctic_WAV/SVBI_arctic_a0040,a I s @ p_h o U z j u w V n d 3` w a I S i I z k_h V m I N V p_h h i r/,a I s @ p_h o U s j u w V n d 3` w a I S i I s k_h V m I N V p_h h i
L2_arctic_WAV/SVBI_arctic_a0041,m i n w a I l a I l g o U a U t_h t_h u b r/ i D @ s p_h E l,m i n w a I l a I l g o U o U t_h t_h u b r/ i D @ s p_h E l
L2_arctic_WAV/SVBI_arctic_a0042,h a U k_h U d h i I k_h s p_h l e I n h I z p_h @ z E S @ n @ v D @ s k_h E tS,h a U k_h U d h i I k_h s p_h l e I n h I s p_h @ s E S @ n @ v d @ s k_h E tS
L2_arctic_WAV/SVBI_arctic_a0045,h i m u v d @ w e I { z k_h w a I @ t_h l i { z h i h { d k_h V m,h i m u u d @ w e I { s k_h w a I @ t_h l i { s h i h { d k_h V m
L2_arctic_WAV/SVBI_arctic_a0046,D @ g 3` l f e I s t_h h I m h 3` a I z S a I n I N w I T s V d @ n f I r/,d @ g @ l f e I s t_h h I m h 3` a I s S a I n I N w I T s V d @ n f I r/
L2_arctic_WAV/SVBI_arctic_a0047,k_h l o U s b I s a I d h I m g l i m d D @ w a I t_h f { N z V v D V w U l f d O g,g l o U s b I s a I d h I m g l i m d d @ w a I t_h f { N s V f d V w U l f d O k_h
L2_arctic_WAV/SVBI_arctic_a0048,h i l U k_h t_h { t_h D @ h { N k_h 3` tS I f m O r/ k_h l o U s l i,h i l U k_h t_h { t_h d @ h { n k_h 3` tS I f m O r/ k_h l o U s l i
L2_arctic_WAV/SVBI_arctic_a0051,D @ l e I s w V z @ v @ d E l @ k_h @ t_h a I v 3` i k_h V l 3` f e I n t_h l i t_h I n t_h I d w I T j E l o U,d @ l e I s w V z @ v @ d E l @ k_h @ t_h a I o U 3` i k_h V l 3` f e I n t_h l i t_h I n t_h I d w I d j E l o U
L2_arctic_WAV/SVBI_arctic_a0052,I t_h w @ z @ k_h j U r/ i @ s k_h o U I n s I d @ n s,I t_h w @ z @ k_h j U r/ i @ s k_h o U I n s I d @ n s
L2_arctic_WAV/SVBI_arctic_a0053,s V d @ n l i h I z f I N g 3` z k_h l o U z d t_h a I t_h l i o U v 3` D @ h { N k_h 3` tS i f,s V d @ n l i h i s f I N @ s k_h l o U z d t_h a I t_h l i o U @ d @ h { N k_h @ tS i f
L2_arctic_WAV/SVBI_arctic_a0054,D E r/ w @ z n V T I N O n D V r/ A k_h,d E r/ w @ s n V t_h I N O n d V r/ A k_h
L2_arctic_WAV/SVBI_arctic_a0058,a I k_h e I m f r/ 3` I n f 3` m e I S @ n m O r/ a U t_h V v k_h j U r/ i A s @ t_h i D { n E n i T I N E l s,a I k_h e I m f r/ 3` I n f 3` m e I S @ n m O r/ o U t_h V f k_h j U r/ i A s @ t_h i d { n E n i t_h I N E l s
L2_arctic_WAV/SVBI_arctic_a0059,h I z I m { k_h j u l I t_h @ p_h I r/ @ n s w O z g O n,h I s I m { k_h j u l I t_h @ p_h I r/ @ n s w O s g O n
L2_arctic_WAV/SVBI_arctic_a0060,E n i w e I n o U w V n s O h 3` l a I k_h D { t_h,E n i w e I n o U w V n s O h 3` l a I k_h d { t_h
L2_arctic_WAV/SVBI_arctic_a0062,D @ m E n s t_h E r/ d I n t_h @ i tS V D 3` z f e I s,d @ m E n s t_h E r/ I n t_h @ i tS V D @ s f e I s
L2_arctic_WAV/SVBI_arctic_a0063,j E s I t_h w @ z @ m { n h u { s t_h @ s t_h r/ e I n dZ 3`,j E s I t_h w @ z @ m { n h u { s t_h @ s t_h r/ e I n dZ 3`
L2_arctic_WAV/SVBI_arctic_a0064,D @ f O r/ T @ n d f I f T d e I z p_h { s t_h w I D a U t_h E n i d I v E l @ p_h m @ n t_h s,d @ f O r/ t_h @ n d f I f T d e I s p_h { s t_h w I t_h a U t_h E n i d E v E l @ p_h m @ n t_h s
L2_arctic_WAV/SVBI_arctic_a0065,D e I k_h l o U z d n a U @ n t_h I l h I z f I N g 3` z w 3` l a I k_h k_h O r/ d z V v s t_h i l,d e I k_h l o U s t_h n a U @ n t_h I l h I s f I N @ s w 3` l a I k_h k_h O d s V f s t_h i l
L2_arctic_WAV/SVBI_arctic_a0067,S U r/ l i a I w I l I k_h s k_h j u z j u S i k_h r/ a I d,S @ l i a I I l I k_h s k_h j u z j u S i k_h r/ a I d
L2_arctic_WAV/SVBI_arctic_a0071,w V t_h w O z D V A b dZ E k_h t_h V v j U r/ l I t_h @ l s E n s e I S @ n,w V t_h w O s d V A b dZ E k_h t_h O f j U r/ l I t_h @ l s E n s e I S @ n
L2_arctic_WAV/SVBI_arctic_a0073,D @ p_h r/ @ m o U t_h 3` z a I z w 3` h E v i w I T l I t_h @ l p_h V f i b { g z V n d 3` D @ m,d @ p_h r/ @ m o U t_h @ s a I s w 3` h E v i w I d l I err @ l p_h V f i b { g s V n d 3` d @ m
L2_arctic_WAV/SVBI_arctic_a0075,D E r/ h { z b I n @ tS e I n dZ S i I n t_h 3` V p_h t_h I d h I m,d E r/ h { z b I n @ tS e I n t_h S i I n t_h 3` V p_h t_h I d h I m
L2_arctic_WAV/SVBI_arctic_a0076,D @ g r/ e I a I z f A l t_h 3` d D @ f l V S d i p_h @ n d,d @ g r/ e I a I s f A l t_h 3` d d @ f l V S d i p_h @ n d
L2_arctic_WAV/SVBI_arctic_a0077,I t_h I z D @ f a I 3` p_h A r/ t_h l i S i s E d,I t_h I z D @ f a I 3` p_h A r/ t_h l i S i s E
L2_arctic_WAV/SVBI_arctic_a0078,D E n { n d { t_h s V p_h 3` h i t_h r/ a I d t_h @ f { D @ m h 3`,D E n { n { t_h s V p_h 3` h i t_h r/ a I t_h @ f { T @ m h 3`
L2_arctic_WAV/SVBI_arctic_a0079,I t_h w V z @ l A r/ dZ k_h @ n u,I t_h v V z @ l A tS k_h { n u
L2_arctic_WAV/SVBI_arctic_a0081,h w V t_h I f S i d I d n A t_h k_h V m t_h @ D V r/ A k_h,w V t_h I f S i d I d n A t_h k_h V m t_h @ D V r/ A k_h
L2_arctic_WAV/SVBI_arctic_a0082,h I z f e I s w V z s t_h r/ i m I N w I T b l V d,h I s f E s w V s s t_h r/ i m I N w I T b l V d
L2_arctic_WAV/SVBI_arctic_a0085,@ t_h r/ I k_h @ l V v f r/ E S b l V d r/ { n o U v 3` h I z f e I s,@ t_h r/ I k_h @ l V f f r/ E S p_h l V d r/ { n O v 3` h I s f E s
L2_arctic_WAV/SVBI_arctic_a0086,d E T h { d k_h V m w I T t_h E r/ @ b @ l s V d @ n n @ s,d E t_h h { d k_h V m w I T t_h E r/ @ b @ l s V d @ n n @ s
L2_arctic_WAV/SVBI_arctic_a0088,h i m e I d S U r/ D @ t_h D @ m { g @ z i n w O z l o U d @ d { n d r/ I z u m d h I z p_h { d l I N,h i m E d S U r/ D @ D @ m { g @ z i n w O s l O d @ d { n r/ I z j u m d h I s p_h { d l I N
L2_arctic_WAV/SVBI_arctic_a0089,D @ n a I t_h g l o U w O z t_h r/ E tS 3` @ s t_h u S u t_h b a I,D @ n a I k_h l O w O s t_h r/ E tS 3` @ s t_h u S u b a I
L2_arctic_WAV/SVBI_arctic_a0090,D @ s I N I N v O I s @ p_h r/ o U tS t_h r/ { p_h @ d l i,D @ s I N I N w O I s @ p_h r/ O tS t_h r/ { p_h @ d l i
L2_arctic_WAV/SVBI_arctic_a0091,h I z b l V d g r/ u h A t_h w I T r/ e I dZ { t_h D @ T O t_h,h I s b l V d g r/ u h A w I T r/ E Z { D @ t_h O t_h
L2_arctic_WAV/SVBI_arctic_a0092,h i w E n t_h d a U n I n m I d s t_h r/ i m s 3` tS I N D @ S { d o U z V v b o U T S O r/ z,h i w E n d a U n I n m I d s t_h r/ i m s @ tS I N D @ S { d O s V f b O T S O r/ s
L2_arctic_WAV/SVBI_arctic_a0093,f 3` @ f U l m I n @ t_h h i k_h r/ a U tS t_h @ n d l I s @ n d,f r/ @ f U l m I n @ t_h h i k_h r/ O tS t_h @ n l I z @ n d
L2_arctic_WAV/SVBI_arctic_a0094,h i h { d b E r/ l i E n t_h 3` d D I s h w E n h i s O D @ g l o U V v @ f a I 3`,h i h { b E r/ l i E n t_h 3` D I s h w E n h i s O D @ g l O V f @ f a I 3`
L2_arctic_WAV/SVBI_arctic_a0095,@ b I g k_h { n v @ s t_h E n t_h w V z D V f 3` s t_h T I N t_h u k_h V m w I T I n h I z v I Z @ n,@ b I k_h k_h { n v @ s t_h E n t_h w V z D V f @ s T I N t_h u k_h V m w I T I n h I s v I Z @ n
L2_arctic_WAV/SVBI_arctic_a0096,p_h 3` h { p_h s S i h { d O l r/ E d i m E t_h h 3` f e I t_h e I l I t_h @ l d i p_h 3` I n D @ f O r/ @ s t_h,p_h 3` h { p_h S i h { d O l r/ E d i m E t_h h @ r/ f E t_h @ l I t_h @ l d i p_h @ r/ I n D @ f O r/ @ s t_h
L2_arctic_WAV/SVBI_arctic_a0097,D E n j u k_h @ n 3` e I n dZ j 3` s E l f k_h V m f 3` t_h @ b l i @ m V N D i z r/ o U b z I n D V b o U,d E n j u k_h @ n @ r/ e I n dZ j @ s E l f k_h V m f @ t_h @ b l i @ m V N D i s r/ O p_h s I n D V b o U
L2_arctic_WAV/SVBI_arctic_a0098,S { l a I k_h { r/ i j u,S { l a I k_h { r/ i j u
L2_arctic_WAV/SVBI_arctic_a0099,@ m { d @ n I N dZ O I p_h a U n d I d I n h I z b r/ e I n,@ m { r/ @ n I N Z O I p_h O n d I d I n h I z b r/ E n
L2_arctic_WAV/SVBI_arctic_a0100,j u m V s t_h s l i p_h h i 3` dZ d,j u m V s s l i p_h h i @ Z d
L2_arctic_WAV/SVBI_arctic_a0101,j u j u w U d n A t_h k_h i p_h D @ t_h r/ u T f 3` m m i,j u j u U d n A t_h k_h i b D @ t_h r/ u t_h f r/ V m m i
L2_arctic_WAV/SVBI_arctic_a0102,h i w I l f A l o U V s s u n,h i v I l f A l O V s s u n
L2_arctic_WAV/SVBI_arctic_a0103,b V t_h D E r/ k_h e I m n o U p_h r/ A m @ s f r/ V m D V b o U V v D @ k_h @ n u,b V t_h D E r/ k_h E m n O p_h r/ A m @ s f r/ V m D V b O V f D @ k_h { n u
L2_arctic_WAV/SVBI_arctic_a0104,S i w @ z s l i p_h I N V n d 3` h I z p_h 3` t_h E k_h S @ n { z s w i t_h l i E z @ tS a I l d,S I w @ s s l i p_h I N V n d @ h I s p_h r/ @ t_h E k_h S @ n { s s w i t_h l i E z @ tS E l d
L2_arctic_WAV/SVBI_arctic_a0105,o U n l i I t_h I z s o U w V n d 3` f @ l s o U O l m o U s t_h I m p_h A s @ b @ l t_h u b I l i v,O n l i I t_h I s s O w V n d 3` f @ l s O O l m O s t_h I m p_h A s @ b @ l t_h u b I l i v
L2_arctic_WAV/SVBI_arctic_a0106,D @ I m o U S @ n w I tS S i h { d s @ p_h r/ E s t_h b 3` s t_h f O r/ T n a U I n @ tS o U k_h I N s A b,d @ I m O S @ n w I tS S i h { d s @ p_h r/ E s t_h b @ s t_h f O r/ err n a U I n @ tS O k_h I N k_h s A b
L2_arctic_WAV/SVBI_arctic_a0107,I f j u o U n l i k_h U d n o U h a U a I T { N k_h j u,I f j u k_h O n l i k_h U d n O h a U a I T { N k_h j u
L2_arctic_WAV/SVBI_arctic_a0108,h i w e I d I d I n t_h u D @ E dZ @ v D V w O t_h 3` { n d b I g { n s k_h r/ V b I N h I m s E l f,h i w E d I d I n t_h u D @ E dZ @ f D V w O t_h 3` { n b I g { n s k_h r/ V b I N h I m s E l f
L2_arctic_WAV/SVBI_arctic_a0109,d u j u n o U D { t_h j u 3` S e I k_h I N m a I k_h A n f @ d @ n s I n j u,d u j u n O D { t_h j u @ r/ S E k_h I N m a I k_h A n f @ d @ n s I n j u
L2_arctic_WAV/SVBI_arctic_a0111,I n s t_h E d h i dZ O I n d h 3` { n d D e I e I t_h l a I k_h t_h u h V N g r/ i tS I l d r/ @ n,I n s t_h E d h i dZ O I n d h 3` { n D E E t_h l a I k_h t_h u h V N g r/ i tS I l d r/ @ n
L2_arctic_WAV/SVBI_arctic_a0112,h i w @ z w u n d @ d I n D V A r/ m,h i w @ s w u n d @ d I n D V A m
L2_arctic_WAV/SVBI_arctic_a0113,a I s @ p_h o U z j u p_h I k_h t_h D @ t_h l I N g o U V p_h @ m V N D @ I n d i @ n z,A s @ p_h O s j u p_h I g D @ t_h l I N g O V p_h @ m V N D @ I n d i @ n s
L2_arctic_WAV/SVBI_arctic_a0115,h i h { d n o U I k_h s k_h j u z f 3` D @ f i l I N z w I tS w 3` 3` a U z d I n h I m,h i h { d n O I k_h s k_h j u s f @ d @ f i l I N s w I tS w @ r/ 3` O s t_h I n h I m
L2_arctic_WAV/SVBI_arctic_a0116,w V z I t_h D V r/ A n d I v u V v D o U z h u w 3` s t_h r/ a I v I N t_h u w 3` k_h h I z r/ u I n,w V z I D V r/ A n d I v u V f D O s h u w @ r/ s t_h r/ a I v I N t_h u w @ k_h h I z r/ u I n
L2_arctic_WAV/SVBI_arctic_a0117,S i { d I d w I D dZ E n j @ w @ n s I m p_h @ T i I n h 3` f e I s @ n d v O I s,S i { d I d w I D dZ E n j @ @ n s I m p_h @ T i I n h 3` f E s @ n w O I s
L2_arctic_WAV/SVBI_arctic_a0120,m a I r/ a I t_h f U t_h f i l z l a I k_h D @ t_h V v e I tS a I n i z d E b j @ t_h A n t_h,m a I r/ a I t_h f U t_h f i l s l a I D @ t_h V f E tS a I n i s d E b U t_h A n t_h
L2_arctic_WAV/SVBI_arctic_a0121,D e I e I t_h d I n 3` { t_h D @ f I f T { n d r/ E s t_h @ d f O r/ t_h u a U 3` z,D E E t_h d I n @ r/ { D @ f I f T { n r/ E s t_h @ d f O r/ t_h u A 3` s
L2_arctic_WAV/SVBI_arctic_a0122,t_h u j I r/ z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f 3` D I s,t_h u j I r/ s @ g O a I g E v V p_h s I v @ l I z e I S @ n f @ r/ D I s
L2_arctic_WAV/SVBI_arctic_a0123,S i h { d d a I d f r/ V m k_h o U l d { n d s t_h A r/ v e I S @ n,S i h { d a I f r/ V m k_h O l d { n d s t_h A r/ v E S @ n
L2_arctic_WAV/SVBI_arctic_a0125,h i w @ z d I t_h 3` m @ n d n a U t_h u m e I n t_h e I n e I m O r/ s 3` t_h @ n h o U l d @ p_h A n h I m s E l f,h i v @ z d I t_h 3` m a I n n a U t_h u m E n t_h E n E m O r/ s 3` t_h @ n h O l d @ p_h A n h I m s E l f
L2_arctic_WAV/SVBI_arctic_a0126,i tS d e I S i b I k_h e I m @ m O r/ v a I t_h @ l p_h A r/ t_h V v h I m,i tS t_h E S i b I k_h E m @ m O r/ w a I t_h @ l p_h A r/ t_h V f h I m
L2_arctic_WAV/SVBI_arctic_a0127,I t_h w @ z @ t_h E m t_h e I S @ n b V t_h h i r/ I z I s t_h I d I t_h,I t_h v @ z @ t_h E m t_h E S @ n b V t_h h i r/ I s I s t_h I d I t_h
L2_arctic_WAV/SVBI_arctic_a0128,D I s w V n h o U p_h w O z d I s t_h r/ O I d { z k_h w I k_h l i { z I t_h w @ z b O r/ n,D I s w V n h O p_h w O s d I s t_h r/ O I d { s k_h w I k_h l i { z I t_h w @ z b O n
L2_arctic_WAV/SVBI_arctic_a0129,h 3` f e I s w O z @ g E n s t_h h I z b r/ E s t_h,h 3` r/ f E s w O s @ g E n s h I z b r/ E s t_h
L2_arctic_WAV/SVBI_arctic_a0130,S i w @ z h I z n a U f 3` E v 3`,S i w @ s h I s n a U f @ r/ E v 3`
L2_arctic_WAV/SVBI_arctic_a0131,p_h r/ A v @ d @ n s h { d d I l I v 3` d h I m T r/ u D @ m e I l s t_h r/ @ m,p_h A v @ r/ @ n s h { d I l I v 3` d h I m T r/ u D @ m E l s t_h r/ @ m
L2_arctic_WAV/SVBI_arctic_a0134,h i o U b e I d D @ p_h r/ E S 3` V v h 3` h { n d,h i O b E D @ p_h r/ E Z @ r/ V f h @ r/ h { n
L2_arctic_WAV/SVBI_arctic_a0136,@ b a U t_h h I m E v r/ i w E r/ w 3` D @ E v @ d @ n s @ z V v l V g Z 3` i @ n d V v e I dZ,@ b a U t_h h I m E v r/ i v E r/ v @ D @ E err @ r/ @ n s @ s V f l V g Z 3` i @ n d V f E dZ
L2_arctic_WAV/SVBI_arctic_a0137,D E n h i s t_h E p_h t_h b { k_h w I T @ l o U k_h r/ a I @ v p_h l E Z 3`,D E n h i s t_h E b b { k_h w I T @ l O k_h r/ a I @ f p_h l E Z @ r/
L2_arctic_WAV/SVBI_arctic_a0139,h i t_h o U l d h I m s E l f D @ t_h { z h i w A S t_h h I m s E l f @ n d g r/ u m d h I z d I S E v @ l d k_h l o U D z,h i t_h O l r/ I m s E l f D @ t_h { s h i w A S t_h h I m s E l f @ n g r/ u m d h I z d I S h E v @ l k_h l O T s
L2_arctic_WAV/SVBI_arctic_a0144,b V t_h D E r/ w V z s V m T I N i v I n m O r/ s t_h A r/ t_h l I N D { n D I s r/ I z E m b l @ n s,b V t_h D E r/ w V z s V m T I N i v I n m O r/ s A r/ t_h l I N D { n D I s r/ I z E m b l @ n s
L2_arctic_WAV/SVBI_arctic_a0159,D e I l U k_h { z D o U h i h { d b I n d r/ V m I N e I p_h i { n @ O l h I z l a I f,D e I l U k_h { z T o U h i h { d b I n d r/ V m I N e I p_h i { n @ O l h I s l a I f
L2_arctic_WAV/SVBI_arctic_a0168,l o U b U S w I p_h t_h h I m I n D @ f e I s { n d l E f t_h n o U s t_h I N,l o U b U S w @ p_h t_h h I m I n D @ f E s { n d l E f n o U s t_h I N k_h
L2_arctic_WAV/SVBI_arctic_a0178,E v r/ i b o U n I n h 3` e I dZ d b A d i s i m d b r/ o U k_h @ n 3` d I s l o U k_h e I t_h I d,E v r/ i b o U w n I n h r/ e I tS b O d i s i m d b r/ o U k_h @ n 3` d I s l o U k_h e I t_h I d
L2_arctic_WAV/SVBI_arctic_a0188,t_h u dZ a I g { n t_h I k_h a U l z w 3` t_h E r/ I N { t_h D @ k_h A r/ k_h @ s,t_h u Z a I g { n t_h I k_h O l z w 3` t_h E r/ I N { t_h D @ k_h A r/ k_h A s
L2_arctic_WAV/SVBI_arctic_a0191,f 3` @ t_h a I m D @ I k_h s a I t_h I N T r/ I l V v h I z @ d v E n tS 3` w O z g O n,f r/ @ t_h a I m D @ I k_h z a I t_h I N T r/ I l V f h I z @ d v E n tS 3` w O z g O n
L2_arctic_WAV/SVBI_arctic_a0199,D V s h { d D V r/ A w I l d 3` n @ s p_h r/ i p_h E r/ d h I m f r/ 3` D I s d e I,D V s h { d D V r/ A w I l @ n @ s p_h r/ i p_h E r/ d h I m f r/ 3` d D I s d e I
L2_arctic_WAV/SVBI_arctic_a0208,j u T h { d k_h V m b { k_h t_h u h 3` f r/ i d f r/ V m D @ j o U k_h V v @ p_h r/ E S @ n,j u t_h h { d k_h V m b { k_h t_h u h r/ f r/ i d f r/ V m D @ j o U k_h V f @ p_h r/ E S @ n
L2_arctic_WAV/SVBI_arctic_a0214,b i s a I d z h i w @ z p_h e I d w V n k_h e I s @ v t_h @ b { k_h o U p_h 3` h E d,b i s a I d z h i w @ s p_h e I d w V n k_h E s @ v t_h o U b { k_h o U p_h 3` h E d
L2_arctic_WAV/SVBI_arctic_a0246,j u h { v h 3` d O l w e I z h a U h i w V z D @ l V v 3` V v D @ p_h r/ I n s E s n e I o U m i,j u h { v h 3` d O l w e I s h a U h i w V z D @ l V v 3` V v D @ p_h r/ I n s E s n @ o U m i
L2_arctic_WAV/SVBI_arctic_a0255,j u w o U n t_h d a I @ v m { l n u t_h r/ I S @ n b i S U r/ V v D { t_h,j u w o U n d a I @ v m O l j u t_h r/ I S @ n b i S u r/ V f D { t_h
L2_arctic_WAV/SVBI_arctic_a0266,D e I h { n d @ l d t_h u m E n O l r/ E d i b o U T g r/ V b T i v z,D e I h { n d @ l t_h u m E n O l r/ d i b o U t_h g r/ V b T i v s
L2_arctic_WAV/SVBI_arctic_a0269,D { t_h s w E r/ D e I k_h V t_h O f D V s k_h A t_h I S tS i f s { n d k_h I l d O l h { n d z,D { t_h s w E r/ D @ k_h V t_h O f D V s k_h O t_h I S tS i f s { n d k_h I l O l h { n d s
L2_arctic_WAV/SVBI_arctic_a0272,j u k_h @ n t_h e I k_h @ v e I k_h e I S @ n A n p_h e I,j u k_h @ n t_h e I k_h @ v e I k_h e I S @ n A n p_h e I
L2_arctic_WAV/SVBI_arctic_a0282,I f j u m i n t_h @ I n s I n j u e I t_h b r/ E n t_h w U d b I g { n h A t_h l i,I f j u m i n t_h @ I n s I n j u e I b r/ E n t_h w U d b I g { n h A t_h l i
L2_arctic_WAV/SVBI_arctic_a0292,h i r/ I n D @ m I d m O r/ n I N D @ f 3` s t_h k_h { Z @ l t_h i @ k_h 3` d,h i r/ I n D @ m I d m O r/ n I N D @ f U s t_h k_h { Z @ l t_h i @ k_h 3` d
L2_arctic_WAV/SVBI_arctic_a0301,b V t_h O l m a I d r/ i m z v a I @ l e I t_h I d D I s l O,b V t_h O l m a I d r/ i m s v a I @ l e I t_h I d D I s l O
L2_arctic_WAV/SVBI_arctic_a0303,b V t_h D e I m e I k_h D @ m I s t_h e I k_h V v I g n O r/ I N D E r/ o U n d u { l @ t_h i,b V t_h D e I m e I D @ m I s t_h e I k_h V f I g n O r/ I N D E r/ o U n d u { l t_h i
L2_arctic_WAV/SVBI_arctic_a0365,D i z r/ u m 3` z m e I i v I n 3` I dZ @ n e I t_h w I T V s,D i s r/ u m 3` s m e I i v I n 3` I Z @ n e I t_h w I T V s
L2_arctic_WAV/SVBI_arctic_a0384,D @ f A r/ m 3` w 3` k_h s D @ s O I l { n d p_h r/ @ d u s @ z g r/ e I n,D @ f A r/ m r/ w U k_h s T @ s O I l { n d p_h r/ @ d u s @ z g r/ e I n
L2_arctic_WAV/SVBI_arctic_a0405,I t_h s i m d D V O r/ d e I n d O r/ d 3` V v T I N z D { t_h d O g z S U d w 3` k_h,I t_h s i m D V O r/ d e I n d A r/ d 3` V f T I N k_h s D { t_h d O g z S U d w U k_h
L2_arctic_WAV/SVBI_arctic_a0410,s o U w i h { v t_h @ f I t_h D V b o U t_h T r/ u a U t_h w I T O I l l { m p_h s { z w E l,s o U v i h E v t_h @ f I d D V b o U t_h T r/ u o U t_h w I T O I l { m p_h s { s w E l
L2_arctic_WAV/SVBI_arctic_a0411,I t_h w I l b r/ e I k_h A r/ h A r/ t_h s { n d A r/ b { k_h s t_h u h O I s t_h { N k_h 3` b a I h { n d,I t_h w I l b r/ e I k_h a U r/ h A r/ t_h s { n d A r/ b { g s t_h u h O I s t_h { N k_h r/ b a I h { n
L2_arctic_WAV/SVBI_arctic_a0416,D V { d @ d w e I t_h h { d @ v @ l A s @ t_h i V v f I f t_h i n m a I l z p_h 3` a U r/,D V { d @ d w e I t_h h { d @ v @ l A s @ t_h i V v f I f t_h i n m a I l z p_h r/ a U r/
L2_arctic_WAV/SVBI_arctic_a0424,A b v i @ s l i I t_h w V z @ d I z i z D @ t_h k_h U d b i k_h A n t_h r/ { k_h t_h @ d b a I k_h A n t_h { k_h t_h,A v i @ s l i I t_h w V z @ d I s i z D @ t_h k_h u d b i k_h A n t_h r/ { k_h t_h @ d b a I k_h A n t_h { k_h t_h
L2_arctic_WAV/HJK_arctic_a0003,f r/ 3` D @ t_h w E n i @ T t_h a I m D { t_h i v n I N D @ t_h u m E n S U k_h h { n d z,f r/ 3` d @ t_h w E n i @ T t_h a I m d { t_h i v n I N d @ t_h u m E n S U k_h h { n d s
L2_arctic_WAV/HJK_arctic_a0005,w I l w i E v 3` f 3` g E t_h I t_h,w I l w i E v 3` f 3` g { t_h I t_h
L2_arctic_WAV/HJK_arctic_a0006,g A d b l E s @ m a I h o U p_h a I l g o U A n s i I N D E m f 3` E v 3`,g A d b l { s @ m a I h o U p_h a I l g o U A n s i I N d E m f 3` E v 3`
L2_arctic_WAV/HJK_arctic_a0007,{ n d j u O l w i z w A n t_h t_h @ s i I t_h I n D @ s U p_h 3` l @ t_h I v d I g r/ i,{ n d j u O l w i z w A n t_h t_h @ s i I t_h I n d @ s U p_h 3` l @ t_h I v d I g r/ i
L2_arctic_WAV/HJK_arctic_a0008,g { d j U r/ l E t_h 3` k_h e I m dZ I s t_h I n t_h a I m,g { d j U r/ l E t_h 3` k_h e I m dZ I s t_h I n t_h a I m
L2_arctic_WAV/HJK_arctic_a0010,a I m p_h l e I I N @ s I N g @ l h { n d I n w V t_h l U k_h s l a I k_h @ l u z I N g e I m,a I m p_h l e I I N @ s I N g @ l h { n d I n w V t_h l U k_h s l a I k_h @ l u s I N g e I m
L2_arctic_WAV/HJK_arctic_a0011,I f a I E v 3` n i d I d @ f a I t_h 3` I n m a I l a I f a I n i d w V n n a U,I f a I E v 3` n i d I d @ f a I t_h 3` I n m a I l a I f a I n i d w V n n a U
L2_arctic_WAV/HJK_arctic_a0013,h i w V z e I h E d S O r/ t_h 3` D { n h I z k_h @ m p_h { n j @ n @ v O l m o U s t_h d E l @ k_h @ t_h f @ z i k_h,h i w V z e I h { d S O r/ t_h 3` D { n h I z k_h @ m p_h e I n j @ n @ v O l m o U s t_h d E l @ k_h @ t_h f @ dZ i k_h
L2_arctic_WAV/HJK_arctic_a0018,D E r/ w V z @ tS e I n dZ n a U,d E r/ w V s @ tS e I n dZ n a U
