Unnamed: 0,Path,Canonical,Transcript,Error,Error_GT
820,L2_arctic_WAV/LXC_arctic_a0102,"[67, 49, 36, 24, 30, 54, 17, 30, 14, 8, 46, 46, 6, 55]","[67, 49, 36, 24, 30, 54, 40, 30, 8, 8, 46, 46, 6]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
821,L2_arctic_WAV/LXC_arctic_a0103,"[37, 8, 3, 63, 52, 50, 28, 60, 68, 55, 14, 48, 50, 17, 68, 8, 46, 54, 50, 8, 68, 63, 8, 37, 14, 8, 39, 63, 8, 28, 8, 55, 6]","[37, 8, 63, 52, 8, 28, 60, 68, 55, 14, 48, 50, 40, 68, 56, 46, 54, 50, 8, 68, 30, 8, 37, 14, 8, 39, 61, 8, 28, 8, 55, 6]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
822,L2_arctic_WAV/LXC_arctic_a0104,"[9, 49, 36, 8, 70, 46, 30, 49, 48, 24, 10, 8, 55, 58, 7, 67, 24, 70, 48, 50, 8, 3, 52, 28, 9, 8, 55, 64, 70, 46, 36, 49, 3, 30, 49, 64, 70, 8, 35, 56, 30, 58]","[9, 49, 36, 8, 70, 46, 30, 49, 48, 24, 10, 8, 55, 58, 8, 67, 24, 70, 48, 50, 8, 3, 52, 28, 9, 8, 55, 64, 70, 46, 36, 49, 3, 30, 49, 64, 70, 8, 35, 56, 30]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
823,L2_arctic_WAV/LXC_arctic_a0105,"[14, 55, 30, 49, 24, 3, 24, 70, 46, 14, 36, 8, 55, 58, 7, 54, 8, 30, 46, 14, 40, 30, 68, 14, 46, 3, 24, 68, 48, 17, 46, 8, 37, 8, 30, 3, 6, 37, 24, 30, 49, 39]","[14, 55, 30, 49, 24, 3, 24, 70, 46, 14, 36, 40, 55, 58, 7, 54, 8, 46, 40, 40, 68, 40, 46, 3, 24, 68, 48, 17, 46, 8, 37, 8, 30, 3, 6, 37, 24, 30, 49, 39]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
824,L2_arctic_WAV/LXC_arctic_a0106,"[63, 8, 24, 68, 14, 9, 8, 55, 36, 24, 35, 9, 49, 67, 64, 58, 46, 8, 48, 50, 52, 46, 3, 37, 7, 46, 3, 54, 40, 50, 22, 55, 15, 24, 55, 8, 35, 14, 28, 24, 10, 46, 17, 37]","[63, 8, 24, 68, 14, 9, 8, 55, 36, 24, 35, 9, 49, 67, 64, 58, 46, 8, 48, 50, 52, 46, 3, 8, 37, 7, 46, 3, 54, 40, 22, 55, 17, 24, 55, 8, 35, 17, 28, 24, 10, 46, 17]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
825,L2_arctic_WAV/LXC_arctic_a0107,"[24, 54, 29, 6, 14, 55, 30, 49, 28, 31, 58, 55, 14, 67, 15, 56, 22, 64, 10, 28, 29, 6]","[24, 54, 29, 6, 14, 55, 30, 49, 28, 31, 55, 14, 67, 17, 56, 22, 64, 10, 28, 29, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
826,L2_arctic_WAV/LXC_arctic_a0108,"[67, 49, 36, 60, 58, 24, 58, 24, 55, 3, 6, 63, 8, 52, 69, 8, 39, 63, 8, 36, 40, 3, 7, 64, 55, 58, 37, 49, 59, 64, 55, 46, 28, 50, 8, 37, 24, 10, 67, 24, 68, 46, 52, 30, 54]","[67, 49, 36, 60, 58, 24, 58, 24, 55, 3, 6, 63, 8, 52, 69, 8, 39, 63, 8, 36, 40, 3, 8, 64, 55, 58, 37, 49, 59, 64, 55, 46, 28, 50, 8, 37, 24, 10, 67, 24, 68, 46, 52, 30, 54]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
827,L2_arctic_WAV/LXC_arctic_a0109,"[58, 6, 29, 6, 55, 14, 63, 8, 3, 29, 6, 17, 50, 9, 60, 28, 24, 10, 68, 56, 28, 17, 55, 54, 8, 58, 8, 55, 46, 24, 55, 29, 6]","[58, 6, 29, 6, 55, 40, 63, 8, 29, 6, 17, 9, 52, 28, 24, 10, 68, 56, 28, 40, 55, 54, 8, 58, 8, 55, 46, 24, 55, 29, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
828,L2_arctic_WAV/LXC_arctic_a0111,"[24, 55, 46, 3, 52, 58, 67, 49, 69, 57, 55, 58, 67, 7, 64, 55, 58, 63, 60, 60, 3, 30, 56, 28, 3, 6, 67, 8, 10, 59, 50, 49, 35, 24, 30, 58, 50, 8, 55]","[24, 55, 46, 3, 52, 58, 67, 49, 69, 57, 55, 58, 67, 8, 64, 55, 58, 63, 60, 64, 3, 30, 56, 28, 3, 6, 67, 8, 10, 59, 50, 49, 35, 24, 30, 58, 50, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
829,L2_arctic_WAV/LXC_arctic_a0112,"[67, 49, 36, 8, 70, 36, 6, 55, 58, 24, 58, 24, 55, 63, 8, 17, 50, 68]","[67, 49, 36, 8, 70, 36, 6, 55, 58, 24, 58, 24, 55, 63, 8, 17, 68]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
830,L2_arctic_WAV/LXC_arctic_a0113,"[56, 46, 8, 48, 14, 70, 29, 6, 48, 24, 28, 3, 63, 64, 3, 30, 24, 10, 59, 14, 8, 48, 8, 68, 8, 10, 63, 8, 24, 55, 58, 49, 8, 55, 70]","[56, 46, 8, 48, 40, 46, 29, 6, 48, 24, 28, 30, 64, 30, 30, 24, 10, 59, 40, 8, 48, 8, 68, 8, 10, 30, 8, 24, 55, 58, 49, 8, 46]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
831,L2_arctic_WAV/LXC_arctic_a0115,"[67, 49, 67, 64, 58, 55, 14, 24, 28, 46, 28, 29, 6, 46, 54, 40, 50, 63, 8, 54, 49, 30, 24, 10, 70, 67, 36, 24, 35, 36, 7, 7, 15, 70, 58, 24, 55, 67, 24, 68]","[67, 49, 67, 64, 58, 55, 14, 24, 28, 46, 28, 29, 6, 46, 54, 40, 8, 30, 8, 54, 49, 30, 24, 10, 46, 36, 24, 35, 36, 8, 7, 17, 70, 24, 55, 67, 24, 68]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
832,L2_arctic_WAV/LXC_arctic_a0116,"[36, 8, 70, 24, 3, 63, 8, 50, 17, 55, 58, 24, 39, 6, 8, 39, 63, 14, 70, 67, 6, 36, 7, 46, 3, 50, 56, 39, 24, 10, 3, 6, 36, 7, 28, 67, 24, 70, 50, 6, 24, 55]","[36, 8, 70, 24, 3, 3, 8, 50, 17, 55, 58, 24, 39, 6, 46, 8, 39, 63, 40, 70, 67, 6, 36, 8, 46, 3, 50, 56, 39, 24, 10, 3, 6, 36, 8, 28, 67, 24, 70, 30, 6, 24, 55]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
833,L2_arctic_WAV/LXC_arctic_a0117,"[9, 49, 64, 58, 24, 58, 36, 24, 22, 69, 52, 55, 29, 6, 36, 56, 55, 46, 24, 68, 48, 8, 22, 49, 24, 55, 67, 7, 54, 60, 46, 64, 55, 58, 39, 57, 46]","[9, 49, 64, 58, 24, 36, 24, 46, 69, 52, 55, 61, 24, 36, 46, 24, 68, 48, 8, 22, 49, 24, 55, 67, 8, 54, 60, 46, 64, 55, 58, 39, 57, 46]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
834,L2_arctic_WAV/LXC_arctic_a0120,"[68, 56, 50, 56, 3, 54, 31, 3, 54, 49, 30, 70, 30, 56, 28, 63, 64, 3, 8, 39, 8, 35, 56, 55, 49, 70, 58, 52, 37, 29, 8, 3, 17, 55, 3]","[68, 56, 50, 56, 3, 54, 31, 3, 54, 49, 30, 70, 30, 56, 28, 63, 64, 3, 8, 39, 8, 35, 56, 55, 49, 70, 58, 52, 37, 6, 3, 52, 55, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
835,L2_arctic_WAV/LXC_arctic_a0121,"[63, 60, 60, 3, 58, 24, 55, 7, 64, 3, 63, 8, 54, 24, 54, 22, 64, 55, 58, 50, 52, 46, 3, 24, 58, 54, 40, 50, 3, 6, 15, 7, 70]","[63, 60, 64, 3, 58, 24, 55, 8, 64, 3, 63, 7, 54, 24, 54, 46, 64, 55, 58, 50, 52, 46, 3, 24, 58, 54, 40, 8, 3, 6, 15, 7, 46]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
836,L2_arctic_WAV/LXC_arctic_a0122,"[3, 6, 29, 24, 50, 70, 8, 59, 14, 56, 59, 60, 39, 8, 48, 46, 24, 39, 8, 30, 24, 70, 60, 9, 8, 55, 54, 50, 7, 63, 24, 46]","[3, 6, 29, 24, 8, 70, 8, 59, 14, 56, 59, 49, 39, 8, 48, 46, 24, 39, 8, 30, 56, 70, 60, 9, 8, 55, 54, 50, 30, 24, 46]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
837,L2_arctic_WAV/LXC_arctic_a0123,"[9, 49, 67, 64, 58, 58, 56, 58, 54, 50, 8, 68, 28, 14, 30, 58, 64, 55, 58, 46, 3, 17, 50, 39, 60, 9, 8, 55]","[9, 49, 67, 64, 58, 58, 56, 58, 54, 50, 40, 68, 28, 40, 30, 58, 64, 55, 8, 46, 3, 17, 39, 60, 9, 8, 55]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
838,L2_arctic_WAV/LXC_arctic_a0126,"[49, 35, 58, 60, 9, 49, 37, 49, 28, 60, 68, 8, 68, 40, 50, 39, 56, 3, 8, 30, 48, 17, 50, 3, 8, 39, 67, 24, 68]","[49, 35, 58, 60, 9, 49, 37, 49, 28, 60, 68, 8, 68, 40, 39, 56, 3, 8, 30, 48, 17, 3, 8, 54, 62, 49, 68]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
839,L2_arctic_WAV/LXC_arctic_a0127,"[24, 3, 36, 8, 70, 8, 3, 52, 68, 3, 60, 9, 8, 55, 37, 8, 3, 67, 49, 50, 49, 70, 24, 46, 3, 24, 58, 24, 3]","[24, 3, 36, 8, 70, 8, 3, 52, 68, 3, 60, 9, 8, 55, 37, 8, 3, 67, 49, 50, 49, 46, 24, 46, 3, 24, 58, 49, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
840,L2_arctic_WAV/LXC_arctic_a0128,"[63, 24, 46, 36, 8, 55, 67, 14, 48, 36, 8, 70, 58, 24, 46, 3, 50, 57, 58, 64, 70, 28, 36, 24, 28, 30, 49, 64, 70, 24, 3, 36, 8, 70, 37, 40, 50, 55]","[58, 24, 46, 36, 8, 55, 67, 40, 48, 36, 8, 70, 58, 24, 46, 3, 50, 57, 58, 64, 70, 28, 36, 24, 28, 30, 49, 64, 70, 3, 36, 8, 46, 37, 40, 55]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
841,L2_arctic_WAV/LXC_arctic_a0129,"[67, 7, 54, 60, 46, 36, 8, 70, 8, 59, 52, 55, 46, 3, 67, 24, 70, 37, 50, 52, 46, 3]","[67, 8, 54, 60, 46, 36, 8, 70, 8, 59, 52, 55, 46, 3, 67, 24, 70, 37, 50, 52, 46, 3]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
842,L2_arctic_WAV/LXC_arctic_a0130,"[9, 49, 36, 8, 70, 67, 24, 70, 55, 15, 54, 7, 52, 39, 7]","[9, 49, 36, 8, 46, 67, 24, 46, 55, 15, 54, 7, 52, 39, 7]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
843,L2_arctic_WAV/LXC_arctic_a0131,"[48, 50, 17, 39, 8, 58, 8, 55, 46, 67, 64, 58, 58, 24, 30, 24, 39, 7, 58, 67, 24, 68, 22, 50, 6, 63, 8, 68, 60, 30, 46, 3, 50, 8, 68]","[48, 50, 17, 39, 8, 58, 8, 55, 46, 67, 64, 58, 24, 30, 24, 39, 7, 58, 67, 24, 68, 22, 40, 30, 8, 68, 60, 30, 46, 3, 50, 40, 68]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
844,L2_arctic_WAV/LXC_arctic_a0134,"[67, 49, 14, 37, 60, 58, 63, 8, 48, 50, 52, 9, 7, 8, 39, 67, 7, 67, 64, 55, 58]","[67, 49, 8, 37, 60, 58, 58, 8, 48, 50, 52, 9, 8, 8, 39, 67, 8, 67, 64, 55]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
845,L2_arctic_WAV/LXC_arctic_a0136,"[8, 37, 15, 3, 67, 24, 68, 52, 39, 50, 49, 36, 52, 50, 36, 7, 63, 8, 52, 39, 8, 58, 8, 55, 46, 8, 70, 8, 39, 30, 8, 59, 26, 7, 49, 64, 55, 58, 8, 39, 60, 69]","[8, 37, 17, 3, 67, 24, 52, 39, 50, 49, 39, 52, 30, 36, 8, 63, 8, 64, 39, 8, 58, 8, 55, 46, 24, 70, 8, 39, 30, 8, 28, 26, 7, 49, 64, 55, 8, 39, 60, 35]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
846,L2_arctic_WAV/LXC_arctic_a0137,"[63, 52, 55, 67, 49, 46, 3, 52, 48, 3, 37, 64, 28, 36, 24, 22, 8, 30, 14, 28, 50, 56, 8, 39, 48, 30, 52, 26, 7]","[63, 52, 67, 49, 46, 3, 52, 48, 3, 37, 64, 28, 36, 24, 22, 8, 30, 14, 28, 50, 56, 8, 39, 48, 50, 52, 9, 8]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
847,L2_arctic_WAV/LXC_arctic_a0225,"[56, 36, 8, 70, 37, 50, 40, 3, 8, 48, 63, 8, 36, 60, 68, 14, 46, 3, 59, 7, 30, 70, 24, 55, 67, 8, 36, 56, 49, 17, 50, 37, 50, 40, 3, 8, 48]","[56, 36, 8, 46, 37, 50, 40, 3, 17, 48, 58, 8, 36, 60, 68, 14, 46, 3, 59, 7, 46, 24, 10, 67, 8, 36, 56, 17, 37, 50, 40, 3, 17, 48]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]"
848,L2_arctic_WAV/LXC_arctic_a0245,"[15, 3, 8, 39, 67, 24, 70, 60, 3, 49, 55, 67, 8, 55, 58, 50, 8, 58, 67, 49, 30, 60, 58, 8, 46, 56, 58, 46, 24, 28, 46, 3, 49, 55, 67, 8, 55, 58, 50, 8, 58, 49, 35, 29, 24, 50]","[15, 3, 8, 39, 67, 24, 70, 60, 3, 49, 10, 67, 8, 10, 58, 50, 24, 67, 49, 30, 60, 58, 8, 46, 56, 58, 46, 24, 28, 46, 3, 49, 10, 67, 8, 10, 58, 50, 24, 49, 35, 29, 24, 50]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
849,L2_arctic_WAV/LXC_arctic_a0335,"[50, 52, 58, 56, 46, 36, 8, 10, 37, 64, 28, 64, 55, 58, 54, 40, 50, 22, 40, 55, 63, 8, 37, 50, 64, 55, 35, 54, 17, 50, 63, 7, 58, 15, 55]","[50, 52, 3, 56, 46, 36, 8, 68, 37, 64, 28, 64, 55, 58, 8, 54, 40, 22, 40, 10, 30, 8, 37, 50, 64, 55, 35, 54, 17, 63, 7, 58, 40, 10]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
850,L2_arctic_WAV/LXC_arctic_a0434,"[8, 67, 64, 54, 8, 28, 60, 46, 8, 39, 3, 8, 37, 64, 28, 14, 36, 8, 70, 36, 7, 22, 22, 50, 49, 48, 15, 55, 70]","[8, 67, 17, 54, 8, 28, 60, 46, 8, 39, 8, 3, 8, 37, 64, 28, 14, 36, 8, 46, 36, 8, 22, 22, 50, 49, 48, 40, 55, 46]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
851,L2_arctic_WAV/LXC_arctic_a0459,"[63, 52, 50, 70, 3, 6, 68, 8, 35, 8, 39, 63, 8, 46, 28, 6, 30, 37, 57, 24, 55, 68, 49]","[63, 52, 46, 3, 6, 68, 8, 35, 8, 39, 30, 8, 46, 28, 6, 30, 37, 57, 24, 55, 68, 49]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
852,L2_arctic_WAV/LXC_arctic_a0515,"[37, 8, 3, 67, 49, 50, 8, 68, 8, 10, 46, 3, 15, 7, 46, 52, 30, 39, 70, 30, 52, 3, 8, 46, 46, 48, 49, 28, 15, 3]","[37, 64, 3, 67, 49, 8, 8, 68, 14, 46, 3, 15, 7, 46, 52, 36, 46, 30, 52, 3, 8, 46, 46, 48, 49, 28, 15, 3]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
