,Path,Canonical,Transcript,Error
5187,test/dr5/mlih0/si553,ae z ah r uw l dh ah ao t ih s t ih k ch ay l d d ah z n t eh n jh oy f ih z ih k l k aa n t ae k t w ih dh ah dh er z,ae z ey r uw l dh ah ao t ih s t ih ch ay l d ah z ih n ih n jh oy f ih z ih k l k aa n t ae w ih dh ah dh er z,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
5188,test/dr5/mlih0/si1183,ih t ih z dh ah ah b v er s ah v t r ih v iy ae l ih t iy sh ae l ow n ih s ih m ow sh ih n l ae n ih s th iy zh ah,ih dh ih z dh iy aa v er s ah v t r ih v iy aa l ah t iy sh aa l ow n ih s iy m ow sh n l ae n ih s t iy z iy ah,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
5189,test/dr5/mlih0/si1813,y uw t uw w er ah s t uw p ih d jh ae k ae s ah n t ih l y uw p oy z n d m iy,y uw t uw w er ih s t uw p ih jh ae k ae s ih n t ih y uw p oy z ih n m iy,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
5190,train/dr5/flja0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh d y er d aa r k s uw ih ng g r iy s iy w aa sh w aa dh er aa l y ih er,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0]"
5191,train/dr5/flja0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ih k eh r iy eh n ao l iy r ae g l ay k dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5192,train/dr5/flja0/sx178,sh iy ih n k er ih jh d hh er ch ih l d r ah n t uw m ey k dh ae r ow n hh ae l ow iy n k aa s t uw m z,sh iy ih ng k er ih zh ch er ch ih l d r ih n t uw m ey dh eh r ow n hh ae l w iy ng k aa s t uw m s,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
5193,train/dr5/flja0/sx358,jh ao r jh s eh l d ah m w aa ch ih z d ey t ay m m uw v iy z,jh ao r zh s eh l d ah m w aa ch ih z d ey t aa m uw v iy s,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]"
5194,train/dr5/flja0/sx88,f l ay ih ng s t ae n d b ay k ae n b iy p r ae k t ih k l ih f y uw w ao n t t uw s ey v m ah n iy,f l ay ih ng s t ae m b aa k ih n b iy p r ae t ah k l ih f y uw w ao n t ih s ey v m ah n iy,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5195,train/dr5/flja0/sx268,dh ah jh ao aa p er ey t s b ay y uw z ih ng ae n t ae g ah n ih s t ih k m ah s l z,dh ah jh aw aa p er ey s b ay y uw z ih ng ih ae n t ae g ih n ih s t ih m ah s l s,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
5196,train/dr5/flja0/sx448,s f ih r ih k l g ih f t s aa r d ih f ih k ah l t t uw r ae p,s f ih er k l g ih f s aa r d ih f ah k ah l t uw r ae,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
5197,train/dr5/flja0/si1078,dh ah s m eh l ih z s eh k sh uw l b ah t s ow p aw er f uh l iy s ow dh ae t ah s ih v l ay z d n ow z m ah s t d ah n ay ih t,dh ih s m eh l ih s eh sh uw l b ah s ow p aw er f l iy s ow dh eh dh ah s ih v ah l ay z n ow z m ah s d ih n ay eh,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
5198,train/dr5/flja0/si1708,m iy hh iy s eh d m eh r ih l iy,m iy hh iy s eh m eh r ah l iy,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]"
5199,train/dr5/flja0/si2338,ay v g aa t t uw b ey dh m ay f iy t,ae v g aa t uw b ey dh m aa f iy,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
5200,test/dr4/mljb0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh y er d aa r k s uw dh ih ng g r iy z iy w ao r sh w ao dh er ao l y ih er,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
5201,test/dr4/mljb0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ah k er ih eh n ow l iy r ae l ay dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
5202,test/dr4/mljb0/sx230,ah l aw l iy w ey hh ih r b ah t r ae sh ih n l ay z ao l eh r er z,l aw l iy w ey hh ih r b ah r ae sh n l ay z ao l er er s,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]"
5203,test/dr4/mljb0/sx410,g r eh g b ay z f r eh sh m ih l k iy ch w iy k d ey m ao r n ih ng,g r eh b ay z f r eh sh m ih l iy ch w iy d ey m ao n ih ng,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
5204,test/dr4/mljb0/sx140,ae g r ih k ah l ch er l p r aa d ah k t s aa r ah n iy v ah n l iy d ih s t r ih b y uw t ih d,ae er k ah l ch er l p r aa dh ah s aa ah n iy v n l iy d ih s t r ih b y uw dh ih,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]"
5205,test/dr4/mljb0/sx320,dh ah n ih r ih s t s ih n ih g aa g m ey n aa t b iy w ih dh ih n w ao k ih ng d ih s t ih n s,dh ih n ih r ih s ih n ih aa m ey n aa b iy w ih th ih n w ao ih n d ih s t ih n s,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5206,test/dr4/mljb0/sx50,k ae t ih s t r aa f ih k eh k ih n aa m ih k k ah t b ae k s n ah g l eh k t dh ah p uh r,k ae dh ih s t r aa f ih iy k ih n aa m ih k ah b ae s n ah l eh dh ah p ow er,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
5207,test/dr4/mljb0/si680,n ow p ah l ih t ih k l ao r d er ao r eh k ih n aa m ih k s ih s t ah m ih z s ow k l ih r l iy k aa n t r eh r iy t uw n ey ch er,n ow p l ih dh ih k l ao r dh er ao r iy k ih n aa m ih k s ih s t m ih s ow k l er l ih k ah n t r er iy t ih n ey ch er,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]"
5208,test/dr4/mljb0/si1310,m eh n iy s k aw r ih ng p aw d er z n aw ao l s ow k ah n t ey n f aa s f ey t s,m ih n iy s k aw ih ng p aw dh er z n aw ao l s ow k n t ey ng f aa s f ey s,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
5209,test/dr4/mljb0/si1940,hh iy w ah z ow n l iy v ey g l iy ah w ae r ah v dh ah s l uw s ih ng r ey n,hh iy w ih z ow n l iy v ey l iy ih w eh r ih dh ih s l uw s ih ng r ey n,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5210,train/dr4/mljc0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh jh er d aa r s uw t ih n g r iy z iy w ao sh w ao dh er ao l y ih er,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
5211,train/dr4/mljc0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n t ae s m ih t ih k eh r iy ih n ao l iy r ae l ay dh ae,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
5212,train/dr4/mljc0/sx145,t uw m ah ch k y uh r iy aa s ih t iy k ae n g eh t y uw ih n t uw t r ah b l,t uw m ah ch k er iy aa s ih t iy k ih ng g ih y uw ih n t uw t r ah b l,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5213,train/dr4/mljc0/sx325,dh ah f uh l m uw n sh ow n b r ay t l iy dh ae t n ay t,dh ih f uh l m uw n sh ow n b r ay l iy dh eh n ay t,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]"
5214,train/dr4/mljc0/sx55,dh ah l ae k ah v hh iy t k aa m p aw n d ih d dh ah t eh n ih n t s g r iy v ah n s ih z,dh ah l ae k ah v hh iy k aa m p ah n d ih dh ah t ih n ih n t s g r iy v ih n s ih s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
5215,train/dr4/mljc0/sx235,ay ay t ah m ay z ao l ah k aw n t s ih n m ay ey jh ih n s iy,ay aa ih m ay z ao l ah k aw n s ih n m ay y ey jh n s iy,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
5216,train/dr4/mljc0/sx415,m uw v dh ah g aa r b ih jh n ih r er t uw dh ah l aa r jh w ih n d ow,m uw v dh ih g aa r b ih jh n ih r er t ih dh ah l aa r jh w ih n d ow,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5217,train/dr4/mljc0/si595,dh ae r p r ay v ey sh ih n z aa r ao l m ow s t b iy aa n d eh n d uh r n s,dh eh r p r ay v ey sh ih n z er ao m ow s t b iy y aa n ih n d er r ih n s,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]"
5218,train/dr4/mljc0/si1225,dh ah t r ae jh ih k s t ey jh ih z ah p l ae t f ao r m ih k s t eh n d ih ng p r ih k ae r iy ah s l iy b ah t w iy n hh eh v ah n ae n d hh eh l,dh ih t r ae jh ih k s t ey jh ih z ey p l ae f ao r m ih k s t eh n ih ng p r ih k eh r iy ih s l ih b ih t w ih n hh eh v ah n ah n hh eh l,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]"
5219,train/dr4/mljc0/si1855,p iy p l n eh v er l ih v f er eh v er,p iy p l n eh v er l ih v f er eh v er,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5220,train/dr3/fljd0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh ih hh eh d y er d aa r k s uw n g r iy s ih w aa r sh w aa dh er ao l y ih er,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]"
5221,train/dr3/fljd0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy t k ih r iy ih n oy l iy r ae g l ay k dh ae,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5222,train/dr3/fljd0/sx436,p l iy z s ih ng jh ah s t dh ah k l ah b th iy m,p l iy s ih ng jh ih s dh ah k l ah th iy m,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
5223,train/dr3/fljd0/sx166,b ay aa l ah jh ih s t s y uw z r ey d iy ow ae k t ih v ay s ah t ow p s t uw s t ah d iy m ay k r ow ao r g ih n ih z m z,b ay aa l ih jh ih s uw z r ey dh iy ow ae t ih f ay s ih t ow p s t s t ah dh iy m ay k r ow ao r g ih n ih z ih m s,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5224,train/dr3/fljd0/sx346,dh ah b ae r ah k uw d ah r ih k oy l d f r ah m dh ah s er p ah n t s p oy z ih n ih s f ae ng z,dh ih b eh er k uw dh ih r ih k oy l d f er m dh ah s er p ih n t s p oy z n ih s f ae ng z,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5225,train/dr3/fljd0/sx76,jh eh n t l iy p l ey s jh ih m z f ow m s k ah l p ch er ih n dh ah b aa k s,jh eh n l ih p l ey s jh ih m z f ow m s k uh l ch er ih n ah b aa k s,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
5226,train/dr3/fljd0/sx256,dh ah ay r ey t ae k t er s t aa m p t ah w ey ih d iy aa t ih k l iy,dh ih ay r ey ae t er s t aa m t ah w ey ih dh iy aa dh ih k l iy,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
5227,train/dr3/fljd0/si886,hh iy s n ae ch t ae t ih t s ae v ih jh l iy,hh ih s n ae ch ih ae dh ih s ae v ih n jh ah l iy,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5228,train/dr3/fljd0/si1516,dh ah w er d ao l s ow m ey d hh ih m f iy l hh ey t s ih n s ih r hh ey t f ao r dh ow z s ow l ey b l d,dh ah w er dh aa l s ah m ey dh ih m f iy l hh ey s ih n s ih er hh ey f er dh ow s ow l ey b l d,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5229,train/dr3/fljd0/si2146,b ah t ih t w ah z ah hh ow p f uh l s ay n hh iy t ow l d hh ih m s eh l f,b ih dh ih w ih z ah hh ow f ah l s ay n hh iy t ow l dh ih m s eh l f,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]"
5230,train/dr5/fljg0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae y er d aa r k s uw ng g r iy z iy w aa sh w ao dh er aa l y ih er,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]"
5231,train/dr5/fljg0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy t ih k eh r iy ih n oy l iy r ae g l ay k dh ae,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5232,train/dr5/fljg0/sx81,ih t s ih m p aa s ih b l t uw d iy l w ih dh b y er aa k r ih s iy,ih s ih m p aa s ah b l t uw d iy l w ih th b y er r aa k r ih s iy,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5233,train/dr5/fljg0/sx261,d uw y uw hh ae v dh ah y eh l ow oy n t m ah n t r eh d iy,d uw y uw hh ae v dh iy y eh l ow oy n m ih r eh dh iy,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]"
5234,train/dr5/fljg0/sx441,d ow n t l uh k f ao r g r uw p v ae l y uh b l z ih n ah b ae ng k v ao l t,d ow n l uh f ah g r uw v ae l y ih b l z ih n ah b ay ng v ao l t,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]"
5235,train/dr5/fljg0/sx171,dh ah d ay ih g n ow s ih s w ah z d ih s k er ih jh ih ng hh aw eh v er hh iy w ah z n aa t ow v er l iy w er iy d,dh ih d ay n ow s ih s w ih z d ih s k ao r ih jh ih ng hh aw ah v ah hh iy w ih z n aa ow v ah l iy w er iy d ih,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
5236,train/dr5/fljg0/sx351,dh ah n uw s ah b er b ih n ay t s w er k t hh aa r d ao n r ih f er b ih sh ih ng dh ae r ow l d er hh ow m,dh ih n uw s ih b er b ah n ay t s w er t hh aa r d ao n r iy f er b r ih sh iy ng dh ih er ow l d ah hh ah ih m ah,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
5237,train/dr5/fljg0/si981,ah ch ao ah v t ah b ae k ow p uh t ao n ae n ow p ah n w uw n d w ah z b ow th ae n t ih s eh p t ih k ae n d hh iy l ih ng,ey ch ao v t ih b ae k ah p uh dh ao n ow p uh n w uw n w ih z b ow th ae n t ih s eh t ih k ih n hh iy l ih ng,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
5238,train/dr5/fljg0/si1611,dh ae t ih z hh w aa t ch ay l d hh uh d ih z hh iy t ow l d hh ih m s eh l f,dh ae dh ih z hh w ah ch ae l ih hh uh d ih ih z hh iy t ow l d ih m s eh l f,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
5239,train/dr5/fljg0/si2241,hh iy n iy d z aw t f iy l d er z b ae d,hh iy n iy z aw t f iy l d uh z b ae d ah,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
5240,train/dr4/mljh0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh y er d aa r s uw t ih n g r iy z iy w ao sh w ao dh er ao l y ih er,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
5241,train/dr4/mljh0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n t ae s k m iy t ih k ih r iy ah n ao l iy r ae g l ay dh ae t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
5242,train/dr4/mljh0/sx244,hh er b z b er th d ey ah k er z f r iy k w ah n t l iy ao n th ae ng k s g ih v ih ng,hh er b z b er th d ey ah k er z f r iy k w ah n l iy ao n th ih ng k s g ih v ih n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
5243,train/dr4/mljh0/sx424,t aa p z ih n iy ah z r ae r l iy hh ae v k r uh k ih d s t eh m z,t aa p z iy n ah z r eh r l ih hh ae v k r uh k ih s t eh ah m s,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
5244,train/dr4/mljh0/sx154,ao r ih n jh jh uw s t ey s t s f ah n iy ae f t er t uw th p ey s t,ao r n jh jh uw s t ey s t f ah n iy ae f t er t uw th p ey s t,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5245,train/dr4/mljh0/sx334,ao f ah n y uw l g eh t b ae k m ao r dh ae n y uw p uh t ih n,ao f t ih n y ih l g ih b ae m ao r dh eh n y uw p uh dh ih ah n,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
5246,train/dr4/mljh0/sx64,r eh g y uh l er ah t eh n d ih n s ih z s eh l d ah m r ih k w ay er d,r eh y ih l er ah t ih n d eh n s ih s eh l d ah m r ih k w ay er d,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5247,train/dr4/mljh0/si694,dh ah n uw b er th ih z m er ae k y uh l ah s ae n d m ih s t ih r iy ah s,dh iy n uw b er th ih z m er ae k y ih l ah s eh n m ah s t ih r iy ah s,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
5248,train/dr4/mljh0/si1324,ih t ih z ah hh ae p iy b ah z ih ng k r aw d,ih dh ih z ey hh ae p iy b ah z ih n k r aw d,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
5249,train/dr4/mljh0/si1422,dh ae r aa r m eh n iy s ah ch k aa m p ah t ih n t l iy ah n aa n ah m ah s p er f ao r m ah n s ih z ah m ah ng dh ah er l iy er p ow ah m z,dh eh r aa r m ih n iy s ah ch k aa m p ah n t ah n l iy ah n aa n ah m ah s p ah f ao r m ah n s ih z ah m ah n dh iy er l iy er p ow eh m z,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
5250,test/dr4/flkd0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa r k s uw ih n g r iy z iy w aa sh w aa dh er ao y ih er,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]"
5251,test/dr4/flkd0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ah n ae s m iy n ih k ih r iy ih n oy l iy r ae g l ay dh ae,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
